Title,Author,Quote,Remarks,Favorite
The Catcher In The Rye,J.D. Salinger,"If you do something too good, it then, after a while, if you don't watch it, you start showing off.",,No
The Catcher In The Rye,J.D. Salinger,"You take somebody that cries their goddam eyes out over phony stuff in the movies, and nine times out of ten they're mean bastards at heart.",,No
The Catcher In The Rye,J.D. Salinger,"Just because somebody's dead, you don't just stop liking them, for God's sake - especially if they were about a thousand times nicer than the people I know that're alive and all.",,No
The Catcher In The Rye,J.D. Salinger,I mean he'd keep telling you to unify and simplify all the time. Some things you just can't do that to.,,No
The Catcher In The Rye,J.D. Salinger,"You can't ever find a place that's nice and peaceful, because there isn't any.",,No
The Catcher In The Rye,J.D. Salinger,I mean how do you know what you're going to do till you do it?,,No
Visions of Cody,Jack Kerouac,"Ever so far, in the hush, you can hear a tiny SQUEE of something, the nameless asthmas of the throat of Time.",,No
Visions of Cody,Jack Kerouac,"When I see a leaf fall, I always say goodbye - and that has a sound which is lost unless there is country stillness at which time I'm sure it really rattles the earth, like ants in orchestras.",,No
Visions of Cody,Jack Kerouac,"All you do is head straight for the grave, a face just covers a skull awhile. Stretch that skull-cover and smile.",,No
Visions of Cody,Jack Kerouac,"I have the persistent feeling that I'm gonna die soon, only the feeling, no real I think wish or ""premonition"", I feel like I've done wrong, to myself the most wrong, I'm throwing away something that I can't even find in the incredible clutter of my being but it's going out with e refuse en masse, buries in the middle of it, every now and then I get a glimpse.",,No
Visions of Cody,Jack Kerouac,"Was it from lack of life, lack of haunted pain and memories, lack of sons and trouble and humiliated rage that you died, or was it excess from death?",,No
Visions of Cody,Jack Kerouac,"The trouble with this life is that it has its own laws and controls the souls of men without regard for their least wish, and this is slavery.",,No
Visions of Cody,Jack Kerouac,Everything belongs to me because I am poor.,,No
Freedom,Jonathan Franzen,"This wasn't the person he'd thought he was, or would have chosen to be if he'd been free to choose, but there was something comforting and liberating about being an actual definite someone, rather than a collection of contradictory potential someones.",,No
Freedom,Jonathan Franzen,"That's what makes nature peaceful. Things live or they don't live, but it's not all poisoned with resentment and neurosis and ideology. It's a relief from my own neurotic anger.",,No
Fight Club,Chuck Palahniuk,A moment was the most you could ever expect from perfection.,,No
Fight Club,Chuck Palahniuk,"If you don't know what you want, you end up with a lot you don't.",,No
Fight Club,Chuck Palahniuk,I just don't want to die without a few scars.,,No
Looking For Alaska,John Green,"You've got a lifetime to mull over the Buddhist understanding of interconnectedness. But while you were looking out the window, you missed the chance to explore the equally interesting Buddhist belief in being present for every facet of your daily life, of being truly present.",,No
Looking For Alaska,John Green,"When you stopped wishing things wouldn't fall apart, you'd stop suffering when they did.",,No
Looking For Alaska,John Green,"I am interested in how you are able to fit the uncontestable fact of suffering into your understanding of the world, and how you hope to navigate through life in spite of it.",,No
Looking For Alaska,John Green,What is your cause for hope?,,No
Looking For Alaska,John Green,We had to forgive to survive in the labyrinth [of suffering].,,No
Looking For Alaska,John Green,"Thomas Edison's last words were: ""It've very beautiful over there."" I don't know where there is, but I believe it's somewhere, and I hope it's beautiful.",,No
The Hunger Games #3: Mockingjay,Suzanne Collins,I want everyone watching — whether you're on the Capitol or the rebel side — to stop for just a moment and think about what this war could mean. For human beings. We almost went extinct fighting one another before. Now our numbers are even fewer. Our conditions more tenuous. Is this really what we want to do? Kill ourselves off completely? In the hopes that — what? Some decent species will inherit the smoking remains of the earth?,,No
The Fortress of Solitude,Jonathan Lethem,Maybe to perfect a thing was to destroy it.,,No
The Fortress of Solitude,Jonathan Lethem,"To be in this place is to admit you exist.
To be in this place is to admit you want something.
Or maybe tell yourself you’re doing it for the kid.",,No
The Fortress of Solitude,Jonathan Lethem,"Places you feared most were empty, your fear of them theoretical. You wouldn’t be caught dead there, so you didn’t go, so no one went because what was the point?",,No
The Fortress of Solitude,Jonathan Lethem,"In a world of deprivations, I suppose the smallest might become a fetish.",,No
The Fortress of Solitude,Jonathan Lethem,Fuck did the graffiti go?,,No
Every Day,David Levithan,I wanted love to conquer all. But love can’t conquer anything. It can’t do anything on its own. It relies on us to do the conquering on its behalf.,,No
Tristessa,Jack Kerouac,…I got no guts to do it - Got heart not to…,,No
Tristessa,Jack Kerouac,"Since beginningless time and into the never-ending future, men have loved women without telling them, and the Lord has loved them without telling, and the void is not the void because there’s nothing to be empty of.",,No
Tristessa,Jack Kerouac,The little kitty is mewing rapidly for meat — himself a little piece of quivering meat — soul eats soul in the general emptiness.,,No
Tristessa,Jack Kerouac,"I wish I could communicate to all their combined fears of death the Teaching that I have heard from Ages of Old, that recompenses all that pain with soft reward of perfect silent love abiding up and down an in and out everywhere past, present, and future in the Void unknown where nothing happens and all simply is what it is. But they know that themselves, beast and jackal and love woman, and my Teaching of Old is indeed so old they’ve heard it long ago before my time.",,No
The Information,James Gleick,"Everything we care about lies somewhere in the middle, where pattern and randomness interlace.",,No
More Than This,Patrick Ness,Know yourself and go in swinging.,,No
More Than This,Patrick Ness,"I don’t believe in guardian angels, just people who are there for you and people who aren’t.",,No
Release,Patrick Ness,"When I realized how things were, when I said to myself that I am <em>not</em> this thing I’ve been told I have to be, that I am <em>this other thing</em> instead, then Jesus, Ange, the label didn’t feel like a prison, it felt like a whole new freaking map, one that was my own, and now I can take any journey I want to take and it’s possible I might even find a home there. It’s not a reduction. It’s a <em>key</em>.",,No
Release,Patrick Ness,"This anger, he thought. This tedious, endless anger. Was that all there was ever going to be? Would it just twist him and twist him, obliterating everything else so he lost the ability to know when he <em>should</em> be angry because that was all there ever was?",,No
Carousel Court,Joe McGinniss Jr.,He is having an entire conversation with her even though she contributes nothing. Somehow it’s cathartic for him.,,No
Carousel Court,Joe McGinniss Jr.,"Work made monsters of men…Work without promise did horrible things. Ground him into dust. Silenced him. Confined him to dens and garages and dark bars and depression. An unsalvageable appendage. From her bedroom window, she watched her father rage on the patio and was filled with an unexpected calm. There were no good options, no safe harbor. Only the promise of something better, golden, made it bearable. She lay still and awake, became the cool jagged eye of the storm as she sank into the center of her bare mattress and somehow drew strength from the ruin around her.",,No
Leaving The Atocha Station,Ben Lerner,"I realized with a sinking feeling that the reduction of our interactions to the literal and the transformation of our pregnant silences into dead air, a flat spectrum over a defined band, would necessarily strip my body of whatever suggestive power it had previously enjoyed, and that, when we made love, she would no longer experience her own capacity for experience, but merely my body in all its unfortunate actuality.",,No
"Sing, Unburied, Sing",Jesmyn Ward,I know my wondering’s made me slow.,,No
"Sing, Unburied, Sing",Jesmyn Ward,"This is the kind of world, that makes fools of the living and saints of them once they dead. And devils them throughout.",,No
"Sing, Unburied, Sing",Jesmyn Ward,"Home ain’t always about a place. The house I grew up in is gone. Ain’t nothing but a field and some woods, but even if the house was still there, it ain’t about that.",,No
"Sing, Unburied, Sing",Jesmyn Ward,"“I hear it. Sometimes. When the sun. Sets. When the sun. Rises. The song. In snatches. The stars. A record. The sky. A great record. The lives. Of the living. Of those beyond. See it in flashes. The sound. Beyond the waters.”
”But?”
”I can’t.”
”Don’t—“
”I can’t. Come inside.”",,No
